id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida_programada,dia_semana,distancia_vuelo,condiciones_climaticas,congestion_aerea,tipo_avion,ocupacion_vuelo,temporada_alta,puerta_embarque,visibilidad,tiempo_estimado_vuelo
18088,MDE,CTG,13:30,Martes,365,Despejado,Media,Embraer E190,50.3,FALSE,5,19.7,76
24321,EZE,GRU,06:15,Lunes,1760,Nublado,Baja,Boeing 737 MAX,73.9,FALSE,9,16.3,154
21100,EZE,AEP,16:30,Viernes,35,Despejado,Baja,Embraer E190,81.8,FALSE,24,22,24
27639,MDE,JFK,06:15,Martes,3560,Lluvia,Baja,Airbus A350,84.7,FALSE,6,14,298
18234,EZE,COR,14:30,Domingo,695,Nublado,Media,Airbus A320,91,FALSE,44,6.2,73
28850,GRU,POA,22:30,Viernes,1110,Niebla,Media,Boeing 737 MAX,78.8,TRUE,1,2.1,106
15611,UIO,PTY,06:15,Martes,1420,Tormenta,Alta,Airbus A320neo,52.9,FALSE,18,1,155
16245,EZE,CCS,07:45,Sábado,4300,Nublado,Alta,Airbus A330,76.3,TRUE,32,10.4,353
22527,BGA,MDE,11:30,Jueves,295,Nublado,Baja,ATR 72,89.7,FALSE,47,20.7,59
16416,PTY,BOG,06:30,Viernes,650,Despejado,Baja,Embraer E190,47,TRUE,1,29.5,90
21010,SCL,EZE,15:15,Sábado,1140,Despejado,Baja,Boeing 737 MAX,68.8,FALSE,27,18.6,105
16007,ROS,EZE,11:30,Sábado,295,Lluvia,Media,Boeing 737,64.7,TRUE,15,24.1,55
12544,BAQ,BOG,10:30,Martes,145,Lluvia,Media,Embraer E190,56.3,FALSE,43,18.3,47
13885,CCS,BOG,07:15,Sábado,1010,Despejado,Media,Boeing 757,85.1,FALSE,49,8.9,103
16014,SCL,GRU,06:30,Lunes,2620,Niebla,Baja,Boeing 757,66.9,FALSE,5,0.7,226
12276,BOG,LIM,04:15,Domingo,1890,Lluvia,Media,Airbus A320neo,84.9,FALSE,21,10.8,187
18464,MDE,BOG,16:30,Domingo,235,Tormenta,Baja,Airbus A320,93.5,FALSE,42,2.3,61
20576,EZE,COR,11:00,Lunes,695,Nublado,Alta,Airbus A320,24.6,FALSE,25,20.8,78
10421,MEX,BOG,08:45,Viernes,2700,Despejado,Alta,Airbus A320neo,89,TRUE,9,21,232
10285,EZE,GIG,06:45,Lunes,1970,Tormenta,Baja,Airbus A320neo,92.5,FALSE,43,2.3,169
10999,EZE,AEP,05:00,Miércoles,35,Lluvia,Alta,Boeing 737,78.7,TRUE,44,13.2,38
27968,MIA,GRU,12:45,Miércoles,7520,Nublado,Alta,Airbus A350,92.9,TRUE,21,22.2,593
13182,GRU,GIG,08:45,Jueves,360,Nublado,Media,Boeing 737,97,FALSE,29,17.3,55
16370,CWB,GRU,08:15,Viernes,410,Despejado,Media,Boeing 737,71.7,TRUE,30,20.5,72
26249,PTY,UIO,00:00,Viernes,1420,Nublado,Media,Airbus A320neo,87.1,FALSE,39,23.2,149
28008,ROS,EZE,06:30,Viernes,295,Lluvia,Alta,Embraer E190,82.9,FALSE,4,12.8,60
13835,MIA,MDE,08:45,Lunes,2750,Despejado,Baja,Boeing 757,81.1,TRUE,21,27.3,248
28287,CCS,PTY,16:30,Viernes,1010,Niebla,Media,Embraer E195,49.6,FALSE,9,1.8,118
13246,PTY,BOG,08:30,Sábado,650,Nublado,Media,ATR 72,54.4,FALSE,25,11.5,95
14282,MDE,CLO,08:45,Domingo,265,Lluvia,Media,Boeing 737,56.4,FALSE,18,28.4,68
21810,SJO,PTY,14:30,Domingo,580,Despejado,Media,Boeing 737,70.3,FALSE,28,11.6,89
28318,LIM,MDE,13:30,Viernes,2100,Niebla,Alta,Boeing 737 MAX,55.4,TRUE,21,1.8,204
18923,LIM,BOG,15:15,Martes,1890,Nublado,Media,Embraer E195,90.5,TRUE,11,13.6,180
22499,IAH,PTY,15:15,Martes,2860,Nublado,Media,Embraer E195,81.9,FALSE,26,9.1,253
18376,BOG,LIM,13:00,Lunes,1890,Tormenta,Media,Boeing 737 MAX,60.2,FALSE,25,3.5,181
27751,PTY,EZE,22:30,Domingo,5100,Lluvia,Media,Airbus A350,46,TRUE,49,16.5,413
19043,BGA,MDE,16:00,Viernes,295,Lluvia,Alta,Airbus A320,86.4,TRUE,38,14.8,66
15419,GRU,MIA,07:15,Miércoles,7520,Lluvia,Alta,Boeing 777,74.9,TRUE,14,16.9,584
27901,CLO,MDE,04:00,Sábado,265,Niebla,Media,Embraer E190,74.8,TRUE,4,0.7,47
26229,EZE,AEP,06:30,Domingo,35,Lluvia,Alta,ATR 72,78,FALSE,17,22.8,29
22598,ASU,EZE,13:30,Domingo,1050,Despejado,Alta,Boeing 737 MAX,77.7,TRUE,28,9.6,125
23556,MDZ,EZE,15:30,Lunes,1040,Despejado,Baja,Embraer E195,84.3,FALSE,6,20.2,107
10683,JFK,BOG,10:15,Lunes,3930,Despejado,Alta,Airbus A350,90,TRUE,26,16.3,335
16030,EZE,SCL,09:30,Sábado,1140,Despejado,Baja,Boeing 737 MAX,63.8,FALSE,25,11,110
22471,GRU,FLN,15:45,Miércoles,690,Despejado,Alta,Airbus A320,77.1,FALSE,12,29.8,75
10151,MDZ,EZE,09:30,Jueves,1040,Despejado,Media,Embraer E195,73.6,FALSE,7,10,114
29409,BGA,MDE,07:30,Miércoles,295,Nublado,Media,Airbus A320,71.8,FALSE,24,23,59
15565,CLT,PTY,07:15,Sábado,2890,Despejado,Baja,Boeing 757,71.5,TRUE,14,8,250
13412,MDE,PEI,06:15,Jueves,140,Nublado,Media,Boeing 737,81.4,FALSE,27,9.8,37
18295,CCS,PTY,14:30,Miércoles,1010,Despejado,Baja,Airbus A320neo,32.3,TRUE,46,10.9,120
24878,COR,EZE,02:45,Viernes,695,Lluvia,Media,ATR 72,79.8,FALSE,24,28.4,100
24837,MDE,PTY,13:30,Viernes,715,Tormenta,Baja,Boeing 737,80.5,TRUE,49,4.6,82
18529,SCL,GRU,17:15,Domingo,2620,Nublado,Alta,Embraer E195,81.6,FALSE,38,9.3,245
19148,PTY,BOG,16:45,Miércoles,650,Despejado,Media,Embraer E190,91.7,FALSE,13,11.5,71
26831,CTG,BOG,03:15,Miércoles,135,Lluvia,Baja,Embraer E190,77.4,FALSE,19,11,47
15459,BOG,MDE,08:30,Miércoles,235,Nublado,Alta,ATR 72,83.5,FALSE,43,7.4,38
16139,JFK,BOG,08:45,Domingo,3930,Lluvia,Media,Boeing 787,89,TRUE,19,22.3,335
14437,EZE,SCL,10:30,Domingo,1140,Lluvia,Media,Boeing 737 MAX,95.9,TRUE,11,25.7,115
24820,EZE,AEP,16:00,Lunes,35,Despejado,Media,Embraer E190,58.9,FALSE,45,20,46
14316,PEI,BOG,09:00,Sábado,265,Despejado,Baja,ATR 72,90.4,FALSE,10,19.7,54
25113,MDE,EZE,07:00,Viernes,4900,Despejado,Baja,Boeing 777,89.2,TRUE,10,28.8,403
12662,BOG,EZE,08:00,Miércoles,4650,Despejado,Baja,Boeing 777,84.4,FALSE,48,20.5,395
27552,FLN,GRU,09:00,Sábado,690,Nublado,Baja,Airbus A320,26.2,TRUE,39,25.7,100
23025,PTY,BOG,13:00,Lunes,650,Nublado,Baja,Boeing 737,70.3,FALSE,47,11.7,73
23864,IAH,PTY,15:45,Viernes,2860,Despejado,Media,Embraer E195,52.4,FALSE,27,26.7,238
13789,GUA,PTY,06:45,Martes,820,Nublado,Media,Boeing 757,42.7,TRUE,33,29.8,104
26135,BSB,GRU,21:30,Lunes,870,Nublado,Media,Airbus A320neo,65,FALSE,22,25.9,104
11277,PTY,MEX,09:00,Lunes,2280,Despejado,Alta,Boeing 737 MAX,95.7,TRUE,23,22.2,199
26331,EZE,MVD,15:15,Sábado,210,Niebla,Alta,Airbus A320,94.7,TRUE,38,0.5,54
15906,GRU,CDG,10:00,Miércoles,9400,Despejado,Baja,Airbus A330,68.3,TRUE,26,25.2,737
15116,EZE,MDZ,06:45,Viernes,1040,Despejado,Media,Embraer E195,59.1,TRUE,11,17,106
22693,IGR,EZE,13:30,Viernes,1100,Nublado,Media,Embraer E195,65.6,FALSE,1,11.6,123
10117,BOG,MDE,06:15,Lunes,235,Nublado,Baja,Embraer E190,62.5,FALSE,43,16.9,47
26269,ROS,EZE,20:00,Miércoles,295,Despejado,Baja,Embraer E190,61.2,FALSE,48,22.4,62
27630,GRU,EZE,00:30,Domingo,1760,Lluvia,Media,Boeing 757,92.7,TRUE,26,18.1,158
28770,GRU,POA,08:15,Sábado,1110,Nublado,Baja,Boeing 757,60.8,FALSE,29,8.3,128
21725,GRU,MEX,12:30,Lunes,7300,Tormenta,Media,Boeing 777,64.2,FALSE,23,4.8,586
11113,MDZ,EZE,09:30,Sábado,1040,Despejado,Media,Airbus A320neo,51.7,FALSE,17,18,118
27399,PEI,MDE,08:15,Sábado,140,Despejado,Baja,Airbus A320,48.4,FALSE,3,15.3,51
29675,EZE,IGR,05:45,Domingo,1100,Nublado,Baja,Boeing 737 MAX,85.4,TRUE,14,7.6,113
25810,PTY,IAH,07:15,Jueves,2860,Despejado,Baja,Embraer E195,91.1,FALSE,22,7.2,263
29561,SCL,GRU,20:00,Domingo,2620,Despejado,Media,Embraer E195,81.5,FALSE,36,24.1,217
28585,ROS,EZE,19:30,Miércoles,295,Despejado,Alta,Embraer E190,76.2,TRUE,34,7.2,54
13652,MIA,EZE,07:15,Jueves,7720,Tormenta,Media,Airbus A350,86.3,FALSE,34,1.7,622
18337,EZE,AEP,13:00,Martes,35,Nublado,Baja,ATR 72,63.3,FALSE,10,18.6,42
11256,BOG,CLO,09:45,Sábado,300,Nublado,Media,Boeing 737,89.2,TRUE,42,8.8,52
13685,LIM,GRU,07:30,Lunes,3620,Lluvia,Media,Airbus A330,94.2,FALSE,28,12.3,312
24025,PEI,BOG,18:00,Lunes,265,Despejado,Alta,Embraer E190,84.1,TRUE,27,18,39
25432,BAQ,BOG,05:30,Domingo,145,Despejado,Alta,Embraer E190,78,FALSE,42,7.5,34
28985,BAQ,BOG,06:45,Sábado,145,Despejado,Alta,ATR 72,62.1,FALSE,6,30,59
23692,PTY,CLT,16:45,Viernes,2890,Despejado,Baja,Boeing 737 MAX,48,FALSE,7,15.9,249
12482,PTY,BOG,07:45,Viernes,650,Nublado,Alta,Embraer E190,91.8,TRUE,13,18.2,70
17859,MVD,EZE,17:30,Miércoles,210,Despejado,Baja,Boeing 737,46.4,FALSE,23,8.2,62
17712,GRU,POA,16:00,Martes,1110,Despejado,Media,Boeing 757,66.3,FALSE,49,21.9,132
20157,GRU,POA,18:45,Jueves,1110,Despejado,Baja,Embraer E195,52.8,FALSE,48,22.7,110
27406,PTY,BOG,14:00,Viernes,650,Nublado,Baja,Airbus A320,69.7,TRUE,11,6.9,87
10830,CTG,MDE,06:30,Sábado,365,Despejado,Baja,Boeing 737,39.2,TRUE,42,17,74
27545,GRU,POA,03:00,Jueves,1110,Nublado,Media,Boeing 757,90.5,FALSE,21,10.4,117
11603,JFK,EZE,07:30,Sábado,8530,Nublado,Baja,Boeing 777,76,FALSE,32,18.6,683
26863,EZE,GIG,01:00,Lunes,1970,Nublado,Baja,Boeing 737 MAX,67.4,FALSE,29,21.5,176
13059,EZE,JFK,12:15,Miércoles,8530,Despejado,Baja,Boeing 787,55.7,FALSE,48,27.2,679
24738,EZE,COR,18:30,Lunes,695,Lluvia,Media,Airbus A320,69.8,FALSE,36,9.6,82
20824,PTY,LIM,16:30,Domingo,2970,Lluvia,Media,Airbus A320neo,60.4,FALSE,7,16.4,264
26050,AEP,EZE,18:15,Viernes,35,Nublado,Baja,ATR 72,77.1,FALSE,15,8.9,47
25950,MDE,LIM,21:15,Miércoles,2100,Despejado,Alta,Airbus A320neo,97,TRUE,20,13.9,188
15260,MAD,GRU,08:45,Domingo,9350,Tormenta,Baja,Airbus A350,44.7,TRUE,36,1.3,724
20462,CCS,PTY,17:45,Viernes,1010,Tormenta,Media,Boeing 757,61.1,FALSE,5,4.3,110
21907,PEI,MDE,15:00,Domingo,140,Niebla,Media,Embraer E190,63.5,TRUE,26,0.2,41
19364,CLO,BOG,15:45,Sábado,300,Despejado,Media,Embraer E190,88.5,FALSE,42,27.9,71
27871,LIM,GRU,13:00,Viernes,3620,Nublado,Baja,Airbus A350,92.7,TRUE,16,21.9,311
23964,MDE,BGA,12:45,Miércoles,295,Despejado,Media,ATR 72,85,FALSE,20,18.6,49
26957,ROS,EZE,06:15,Domingo,295,Lluvia,Baja,Embraer E190,71.6,FALSE,7,20,58
11922,LIM,PTY,08:30,Viernes,2970,Tormenta,Alta,Embraer E195,94.1,TRUE,32,3.8,266
21076,PTY,SJO,20:15,Domingo,580,Tormenta,Media,Boeing 737,69.7,TRUE,21,2.9,69
20779,PTY,BOG,17:15,Martes,650,Despejado,Baja,Embraer E190,62.9,FALSE,12,27.2,87
19521,BOG,MDE,20:30,Miércoles,235,Tormenta,Media,Airbus A320,87.8,TRUE,39,3.9,53
21319,LIM,EZE,13:15,Miércoles,3150,Despejado,Baja,Airbus A330,76.5,TRUE,1,12.5,275
22232,AEP,EZE,17:45,Viernes,35,Lluvia,Baja,Boeing 737,87.1,FALSE,20,23.4,33
17597,BOG,MAD,14:00,Viernes,8680,Tormenta,Media,Airbus A350,68.4,FALSE,24,4.7,691
25346,BOG,BGA,08:00,Viernes,310,Lluvia,Alta,Airbus A320,76.5,FALSE,40,11.5,64
13852,PTY,MDE,08:45,Jueves,715,Tormenta,Media,Embraer E190,79.2,FALSE,47,4.1,89
13939,EZE,AEP,07:30,Miércoles,35,Lluvia,Media,Airbus A320,51.3,TRUE,24,5.7,30
23865,JFK,GRU,15:30,Viernes,7680,Niebla,Media,Boeing 787,67.2,FALSE,16,1.7,624
14497,MDE,CTG,08:30,Jueves,365,Despejado,Media,Boeing 737,67.6,TRUE,21,23.9,57
24157,ROS,EZE,05:00,Miércoles,295,Nublado,Media,Embraer E190,31.1,FALSE,7,23.9,45
17890,MDE,CLO,17:30,Domingo,265,Despejado,Baja,Boeing 737,62.5,FALSE,12,19.7,45
24719,PTY,GRU,22:15,Domingo,4630,Despejado,Baja,Boeing 777,98.5,FALSE,29,28.6,395
24337,SCL,EZE,22:30,Martes,1140,Despejado,Media,Boeing 737 MAX,45,FALSE,49,26.4,118
16536,BOG,CTG,09:00,Sábado,135,Lluvia,Media,Embraer E190,84.7,FALSE,28,18.3,43
13608,MEX,BOG,10:45,Jueves,2700,Nublado,Media,Airbus A320neo,65.1,FALSE,40,18.2,230
23896,EZE,ASU,14:15,Sábado,1050,Nublado,Media,Embraer E195,90.1,TRUE,42,15.9,116
11321,CDG,GRU,10:45,Jueves,9400,Nublado,Baja,Airbus A350,75.9,FALSE,40,16.5,739
22753,PTY,JFK,15:45,Domingo,3520,Niebla,Media,Airbus A350,86.4,FALSE,48,0.4,287
27281,BOG,MIA,09:30,Viernes,3160,Despejado,Alta,Airbus A330,72.3,TRUE,2,15.3,264
23540,LIM,GRU,14:45,Jueves,3620,Niebla,Media,Airbus A350,35.2,FALSE,43,2.1,303
10169,PTY,SJO,09:45,Sábado,580,Despejado,Alta,Airbus A320,38.1,FALSE,14,28.6,73
28390,BOG,LIM,18:00,Lunes,1890,Despejado,Baja,Boeing 737 MAX,82.7,TRUE,17,12.3,162
22500,EZE,GIG,18:30,Viernes,1970,Despejado,Baja,Embraer E195,80.4,FALSE,49,27.4,177
27646,GRU,SSA,19:15,Sábado,1940,Despejado,Media,Airbus A320neo,60,FALSE,12,23.6,186
23350,PEI,BOG,16:45,Lunes,265,Niebla,Baja,Airbus A320,55.5,FALSE,24,1.5,45
22781,PEI,MDE,13:00,Viernes,140,Despejado,Baja,ATR 72,88.8,FALSE,22,13.3,42
24065,PEI,BOG,02:15,Domingo,265,Despejado,Baja,ATR 72,69.1,FALSE,26,18,51
10399,ROS,EZE,08:30,Viernes,295,Tormenta,Media,Boeing 737,51.6,FALSE,5,2.7,71
16028,CTG,BOG,07:30,Domingo,135,Lluvia,Baja,Boeing 737,68.3,FALSE,8,26.3,52
15866,EZE,MDZ,08:45,Viernes,1040,Despejado,Media,Airbus A320neo,46.9,FALSE,39,22.2,114
10150,MDE,MIA,08:30,Miércoles,2750,Despejado,Alta,Airbus A320neo,68.5,FALSE,6,10.3,230
13070,BRC,EZE,07:30,Viernes,1650,Despejado,Baja,Boeing 757,91.1,FALSE,35,28,148
26255,BRC,EZE,21:15,Jueves,1650,Nublado,Baja,Boeing 737 MAX,83.4,TRUE,28,18.9,151
10095,BOG,CLO,07:00,Lunes,300,Despejado,Baja,Embraer E190,81.6,TRUE,13,17,67
27436,GRU,MAD,18:15,Jueves,9350,Lluvia,Alta,Boeing 777,44,FALSE,21,23.1,740
23578,GRU,EZE,11:30,Domingo,1760,Despejado,Media,Boeing 757,81.4,FALSE,17,15.8,172
21959,BOG,PTY,10:00,Lunes,650,Nublado,Baja,Embraer E190,69,FALSE,3,17.2,86
23335,FLN,GRU,19:45,Jueves,690,Nublado,Baja,Airbus A320,99.5,FALSE,48,11.3,76
16068,PEI,BOG,08:00,Viernes,265,Despejado,Media,Airbus A320,83.1,TRUE,15,24.2,44
22819,GRU,MIA,14:15,Sábado,7520,Lluvia,Baja,Airbus A350,43.1,TRUE,32,24.8,591
11497,IGR,EZE,10:15,Lunes,1100,Tormenta,Baja,Boeing 757,65.9,FALSE,28,2.7,109
16661,MVD,GRU,08:15,Domingo,1550,Despejado,Baja,Embraer E195,45.3,TRUE,34,18.8,159
23252,UIO,EZE,13:00,Lunes,3900,Nublado,Alta,Airbus A350,83.9,FALSE,43,12.6,334
16872,PTY,MIA,07:00,Domingo,2200,Nublado,Alta,Embraer E195,63.5,TRUE,16,21.9,207
22216,PTY,CLT,14:15,Miércoles,2890,Despejado,Media,Airbus A320neo,68.8,FALSE,41,12.1,256
17862,SCL,EZE,12:15,Viernes,1140,Nublado,Baja,Airbus A320neo,83,TRUE,30,10.4,116
17145,MIA,BOG,17:45,Lunes,3160,Lluvia,Media,Airbus A330,65.7,FALSE,2,11.6,267
27787,PTY,CCS,20:00,Viernes,1010,Despejado,Alta,Boeing 757,81.8,FALSE,14,22,114
28603,JFK,PTY,20:45,Miércoles,3520,Lluvia,Baja,Boeing 787,96.7,FALSE,10,11.6,309
13747,CLT,PTY,08:00,Domingo,2890,Nublado,Media,Boeing 757,66.6,TRUE,29,7.8,265
22244,MIA,PTY,17:45,Martes,2200,Despejado,Baja,Airbus A320neo,76.6,FALSE,38,11,198
26967,MDE,CLO,12:15,Lunes,265,Niebla,Media,Airbus A320,79.1,FALSE,8,1.2,63
19195,BOG,BAQ,15:15,Sábado,145,Lluvia,Media,Airbus A320,48.7,TRUE,25,10.5,52
29310,GRU,POA,09:15,Sábado,1110,Despejado,Baja,Boeing 757,91.3,FALSE,34,7.1,123
29480,BOG,PTY,06:00,Lunes,650,Nublado,Baja,ATR 72,84.1,TRUE,2,21.9,90
11930,PTY,BOG,09:30,Lunes,650,Tormenta,Media,Embraer E190,95.9,FALSE,44,4.3,75
22831,AEP,EZE,13:45,Martes,35,Niebla,Baja,Boeing 737,77.4,FALSE,11,2.7,46
20440,TUC,EZE,14:30,Sábado,1230,Despejado,Baja,Airbus A320neo,90,FALSE,19,20.2,130
24999,BSB,GRU,17:30,Sábado,870,Niebla,Baja,Boeing 737 MAX,58.5,TRUE,43,1.9,112
11968,GRU,FLN,10:15,Lunes,690,Despejado,Media,Embraer E190,50.5,TRUE,28,11.2,80
19782,EZE,TUC,15:00,Domingo,1230,Despejado,Baja,Embraer E195,61.6,FALSE,17,13.9,134
23253,UIO,MDE,15:45,Martes,960,Lluvia,Media,Boeing 757,47,FALSE,23,27.2,113
11635,GRU,GIG,09:00,Jueves,360,Despejado,Baja,Airbus A320,68.6,TRUE,16,24.2,65
18785,CLO,MDE,12:00,Miércoles,265,Tormenta,Media,ATR 72,80.7,FALSE,4,1.7,52
16614,BAQ,MDE,09:45,Jueves,310,Tormenta,Media,Embraer E190,89.2,TRUE,42,2.7,66
20740,GRU,FLN,17:15,Martes,690,Despejado,Baja,ATR 72,68.5,FALSE,39,13.2,95
17709,BOG,BAQ,16:30,Sábado,145,Niebla,Baja,ATR 72,73,TRUE,27,3,39
29501,EZE,SCL,08:15,Sábado,1140,Despejado,Baja,Boeing 737 MAX,93.2,TRUE,23,22,121
25880,BAQ,BOG,14:45,Domingo,145,Lluvia,Media,Airbus A320,91.7,TRUE,38,21.7,55
21140,EZE,GRU,15:00,Sábado,1760,Despejado,Media,Boeing 737 MAX,74.8,FALSE,10,24.4,171
19353,BOG,CCS,17:15,Lunes,1010,Despejado,Alta,Boeing 757,75.2,FALSE,43,5.5,102
11480,BOG,MIA,08:00,Miércoles,3160,Despejado,Alta,Airbus A330,75.2,FALSE,36,6.4,261
17914,GRU,SCL,17:45,Viernes,2620,Nublado,Baja,Boeing 737 MAX,61.8,FALSE,19,26.5,220
17337,TUC,EZE,10:00,Domingo,1230,Despejado,Alta,Embraer E195,76.5,FALSE,40,16,127
11499,PEI,MDE,07:15,Sábado,140,Nublado,Baja,Embraer E190,93.7,FALSE,44,21.4,37
28384,MDE,PEI,17:30,Sábado,140,Niebla,Alta,Embraer E190,87.8,TRUE,2,0.6,58
18901,MDZ,EZE,15:15,Miércoles,1040,Lluvia,Media,Boeing 757,72.1,FALSE,34,18.1,115
25896,MVD,GRU,16:00,Sábado,1550,Despejado,Media,Embraer E195,43.6,FALSE,14,16.1,161
22617,AEP,EZE,17:30,Viernes,35,Lluvia,Media,Embraer E190,68.9,FALSE,14,5,34
15720,GRU,SSA,08:30,Sábado,1940,Despejado,Baja,Airbus A320neo,69.5,FALSE,38,12.9,193
22289,BOG,GRU,14:15,Martes,3940,Lluvia,Media,Airbus A330,61.4,TRUE,25,28.2,323
11333,MIA,MDE,06:45,Lunes,2750,Nublado,Media,Boeing 737 MAX,79.1,FALSE,42,17.2,229
17271,MVD,EZE,15:45,Sábado,210,Nublado,Media,Embraer E190,72.6,TRUE,35,19.6,40
23846,PEI,MDE,14:45,Sábado,140,Niebla,Media,Airbus A320,47.4,FALSE,39,1.2,56
23166,LIM,BOG,16:45,Jueves,1890,Nublado,Alta,Airbus A320neo,57.4,TRUE,47,29.8,174
12689,SJO,PTY,06:45,Jueves,580,Despejado,Baja,ATR 72,85.7,FALSE,39,7.5,65
11715,GRU,GIG,09:00,Sábado,360,Despejado,Baja,Embraer E190,44.4,TRUE,12,29.3,70
27589,CTG,BOG,01:45,Viernes,135,Lluvia,Media,Embraer E190,42.9,TRUE,39,21.6,43
20614,CLO,BOG,14:00,Martes,300,Lluvia,Media,Boeing 737,87.1,FALSE,18,10,42
25076,MDE,CTG,07:15,Sábado,365,Nublado,Baja,Airbus A320,93.1,FALSE,49,12.6,71
21196,CTG,BOG,10:30,Viernes,135,Lluvia,Alta,ATR 72,69,FALSE,11,21.3,49
25354,CTG,BOG,11:45,Viernes,135,Despejado,Alta,Airbus A320,55.8,TRUE,28,25.4,37
27389,MDE,BAQ,12:00,Miércoles,310,Niebla,Alta,ATR 72,80.1,FALSE,27,1.2,53
13856,BOG,CTG,06:00,Martes,135,Tormenta,Alta,Embraer E190,64.4,TRUE,6,0.7,56
26427,MDE,BGA,16:00,Martes,295,Despejado,Media,Embraer E190,96,FALSE,30,18.3,43
14114,MDE,JFK,07:15,Viernes,3560,Despejado,Baja,Boeing 787,51.7,FALSE,36,6.8,294
18226,PTY,SJO,16:30,Jueves,580,Niebla,Baja,Boeing 737,54.9,TRUE,44,2.3,92
24864,MDE,BGA,01:15,Miércoles,295,Lluvia,Alta,Airbus A320,81.7,FALSE,25,17.4,66
12716,MDE,UIO,07:45,Martes,960,Tormenta,Media,Embraer E195,61.4,FALSE,22,5,103
21371,NQN,EZE,11:30,Lunes,1150,Lluvia,Alta,Airbus A320neo,38.2,FALSE,32,19.3,130
10317,BOG,MDE,08:15,Jueves,235,Niebla,Media,Airbus A320,88,TRUE,23,2.7,52
16979,EZE,TUC,06:15,Viernes,1230,Despejado,Media,Embraer E195,87.1,TRUE,34,29.4,141
25520,GRU,CWB,08:15,Jueves,410,Tormenta,Baja,Airbus A320,56.3,FALSE,9,3.9,60
28486,GRU,SCL,16:30,Lunes,2620,Lluvia,Baja,Airbus A320neo,95.4,FALSE,11,21.8,231
29631,UIO,EZE,09:00,Lunes,3900,Nublado,Alta,Airbus A350,34.8,TRUE,21,25.6,322
25610,BOG,CCS,05:00,Miércoles,1010,Despejado,Alta,Airbus A320neo,82.7,FALSE,19,18.4,107
17008,GRU,GIG,12:45,Viernes,360,Despejado,Media,ATR 72,82.3,TRUE,4,27.3,56
12819,GRU,AMS,05:45,Sábado,9850,Nublado,Media,Airbus A330,84.4,FALSE,18,5.3,782
15501,CLT,PTY,07:45,Domingo,2890,Nublado,Alta,Boeing 737 MAX,65.7,TRUE,14,19.6,254
10951,MAD,EZE,06:45,Viernes,10050,Tormenta,Media,Boeing 787,89.9,FALSE,16,2.5,786
21334,MVD,EZE,13:30,Sábado,210,Despejado,Media,Embraer E190,88.4,FALSE,6,5.9,58
14603,BGA,BOG,08:15,Martes,310,Nublado,Baja,Airbus A320,81.9,FALSE,4,19.2,43
22304,BOG,BAQ,14:30,Martes,145,Lluvia,Media,Airbus A320,35.6,FALSE,3,7.1,33
10031,SCL,EZE,09:45,Martes,1140,Lluvia,Alta,Boeing 757,86.2,FALSE,28,15.9,105
16904,MIA,GRU,07:00,Jueves,7520,Nublado,Media,Airbus A330,92.2,TRUE,20,20.1,590
11640,MIA,MDE,07:00,Sábado,2750,Nublado,Media,Boeing 757,89.2,FALSE,31,29.2,255
16418,BOG,LIM,05:45,Domingo,1890,Nublado,Baja,Embraer E195,62.9,FALSE,41,12.8,171
17977,FLN,GRU,19:15,Jueves,690,Niebla,Media,Embraer E190,83,FALSE,5,0.4,91
24406,CLO,BOG,17:30,Sábado,300,Nublado,Alta,ATR 72,31.4,TRUE,9,27.9,56
14457,BOG,CCS,05:45,Martes,1010,Nublado,Media,Airbus A320neo,86.9,FALSE,13,18.8,105
21829,MDE,BOG,12:30,Miércoles,235,Niebla,Media,Boeing 737,68.2,FALSE,15,0.5,58
25482,BOG,BAQ,19:00,Sábado,145,Despejado,Media,Boeing 737,43.2,FALSE,32,28.5,34
26892,POA,GRU,07:45,Sábado,1110,Nublado,Media,Boeing 757,63.8,TRUE,49,9.4,125
16114,AMS,GRU,07:45,Domingo,9850,Despejado,Baja,Boeing 787,80.6,FALSE,31,13,774
16358,GRU,LIM,08:45,Martes,3620,Niebla,Media,Airbus A350,45.1,FALSE,23,1.4,310
11966,MIA,GRU,07:00,Miércoles,7520,Despejado,Alta,Airbus A350,76.1,TRUE,12,28.6,609
27387,FLN,GRU,11:45,Viernes,690,Despejado,Alta,ATR 72,92,FALSE,17,17,83
11585,MDE,BGA,07:15,Domingo,295,Niebla,Baja,ATR 72,68.1,FALSE,16,1.6,57
12026,PTY,GUA,08:15,Viernes,820,Tormenta,Media,Boeing 757,87.4,FALSE,34,3.3,86
28783,CDG,GRU,22:30,Viernes,9400,Lluvia,Alta,Boeing 787,67.2,TRUE,36,13.8,732
19618,CLO,BOG,13:00,Lunes,300,Nublado,Alta,ATR 72,52.4,FALSE,38,18.2,60
23847,NQN,EZE,12:15,Lunes,1150,Despejado,Alta,Airbus A320neo,82.6,TRUE,34,8.3,123
29695,GRU,CWB,01:45,Jueves,410,Despejado,Baja,Boeing 737,79.7,TRUE,17,14.9,74
25883,BOG,PEI,08:00,Lunes,265,Despejado,Baja,ATR 72,54.8,FALSE,1,16.1,48
24577,MDE,CTG,15:15,Domingo,365,Despejado,Baja,ATR 72,97.5,FALSE,42,8.4,52
