sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra
F,Rio Grande do Sul,18,Estudiante,7,Económica,1744.07,Sí,5082,312,19,Aeropuerto
M,Córdoba,44,Comerciante,5,Ejecutiva,2027.12,No,0,1721,9,Web
F,Colón,22,Estudiante,2,Económica,549.89,Sí,1306,496,125,Web
F,Mendoza,56,Empleado,16,Económica,1850.81,No,0,2261,8,Agencia
F,Pernambuco,38,Empresario,41,Económica,11989.22,No,0,6036,7,App
M,Tolima,18,Estudiante,5,Económica,445.14,No,0,438,12,App
F,Rio de Janeiro,36,Ejecutivo,45,Económica,6864.01,No,0,4645,5,Agencia
F,Salta,26,Docente,9,Ejecutiva,4529.8,Sí,22473,981,26,App
F,Chaco,33,Docente,24,Económica,2743.78,Sí,20115,871,2,Aeropuerto
M,Cundinamarca,23,Estudiante,4,Económica,571.92,Sí,2356,376,14,Web
F,São Paulo,18,Estudiante,7,Económica,1903.4,Sí,2103,423,2,App
M,CABA,57,Médico,21,Económica,5282.47,Sí,9649,2942,26,Agencia
M,Los Santos,40,Profesional independiente,10,Ejecutiva,7759.2,No,0,2626,8,App
F,Antioquia,36,Comerciante,13,Económica,4296.16,No,0,1202,22,App
F,Nariño,23,Otro,11,Económica,3708.51,Sí,3712,2356,3,Web
M,Córdoba,27,Empleado,3,Económica,655.55,No,0,1445,7,App
M,Los Santos,32,Otro,5,Económica,1388.81,No,0,1207,30,App
M,Nariño,18,Estudiante,2,Ejecutiva,1063.11,No,0,300,43,App
M,Tucumán,35,Comerciante,4,Económica,827.47,No,0,679,17,Web
M,Buenos Aires,35,Empleado,6,Económica,1328.64,No,0,1169,12,Aeropuerto
F,Valle del Cauca,58,Empleado,5,Económica,1040.52,No,0,921,0,Agencia
M,Córdoba,39,Comerciante,17,Económica,3589.25,No,0,2007,20,Web
M,Entre Ríos,63,Jubilado,2,Ejecutiva,1081.16,No,0,848,33,Agencia
M,Nariño,71,Comerciante,22,Ejecutiva,15536.52,No,0,1117,4,Web
M,Bahia,31,Ingeniero,10,Económica,3371.2,No,0,4920,8,App
F,Salta,38,Profesional independiente,4,Económica,718.93,No,0,2369,27,Agencia
F,Entre Ríos,38,Docente,21,Económica,6043.92,No,0,1613,5,Agencia
M,Antioquia,35,Empleado,23,Económica,4421.05,No,0,1498,7,Web
M,Valle del Cauca,18,Estudiante,4,Económica,1155.49,No,0,441,14,Agencia
M,Paraná,27,Ejecutivo,30,Económica,8263.01,Sí,13753,3593,9,Aeropuerto
M,Entre Ríos,23,Empleado,24,Económica,6601.61,No,0,3410,69,App
F,Cundinamarca,33,Abogado,9,Ejecutiva,3523.72,No,0,3375,21,App
M,Córdoba,40,Empleado,17,Económica,1647.02,No,0,1725,39,App
M,Bolívar,25,Otro,21,Económica,2239.58,No,0,876,6,Web
F,Pernambuco,18,Empleado,13,Económica,3060.97,No,0,1572,2,Web
M,Mendoza,22,Estudiante,7,Económica,1435.26,No,0,419,95,Web
F,São Paulo,38,Contador,15,Económica,3205.78,Sí,6799,2715,9,App
F,Misiones,45,Empresario,16,Económica,4413.67,Sí,11781,3358,27,Web
F,Misiones,40,Empleado,7,Económica,1648.61,No,0,1554,3,Web
M,Atlántico,44,Profesional independiente,22,Económica,6144.68,Sí,19957,4362,5,App
F,Tolima,52,Docente,19,Económica,3997.36,No,0,1751,1,App
F,Tolima,23,Estudiante,6,Económica,932.34,No,0,458,8,Aeropuerto
M,Tucumán,30,Ingeniero,10,Económica,1701.5,No,0,2880,1,App
M,Salta,37,Médico,19,Ejecutiva,12968.22,No,0,4772,49,Web
M,Entre Ríos,23,Otro,8,Económica,2175.07,No,0,1721,9,Web
M,Chiriquí,32,Profesional independiente,12,Económica,1508.04,Sí,8308,2151,28,Agencia
F,Tucumán,35,Otro,19,Económica,4440.42,No,0,1253,9,App
M,Atlántico,58,Otro,3,Económica,469.26,No,0,781,18,Web
M,Tucumán,18,Empleado,14,Económica,4573.09,No,0,1309,0,Web
F,Santa Fe,37,Ingeniero,19,Económica,6617.68,No,0,1954,58,Agencia
M,Tucumán,31,Otro,15,Económica,4241.14,No,0,2079,35,App
F,Panamá,36,Ejecutivo,19,Económica,2544.09,Sí,9467,2575,4,App
M,Entre Ríos,24,Empleado,17,Económica,2440.5,Sí,13443,2745,12,Web
M,Entre Ríos,53,Profesional independiente,11,Ejecutiva,8960.74,No,0,3716,8,Web
M,Tucumán,39,Abogado,3,Económica,814.08,No,0,3135,21,Web
F,Rio de Janeiro,19,Empleado,16,Económica,1434.03,Sí,7605,1729,10,App
M,Córdoba,43,Docente,24,Económica,6711.41,No,0,1338,11,Web
M,Santander,36,Otro,10,Ejecutiva,4277.53,Sí,16704,1753,22,Web
M,São Paulo,41,Empleado,13,Ejecutiva,9241.21,No,0,2103,51,Agencia
F,Chiriquí,23,Empleado,8,Económica,1692.83,No,0,2087,1,Web
F,Salta,37,Abogado,8,Económica,1003.51,No,0,2634,3,Agencia
F,Cundinamarca,50,Ejecutivo,56,Económica,14329.87,Sí,32220,3237,9,App
F,Pernambuco,18,Estudiante,6,Económica,871.7,No,0,493,50,Web
F,Tucumán,31,Profesional independiente,18,Económica,2744.35,No,0,6021,13,Aeropuerto
M,Bahia,31,Profesional independiente,1,Económica,208.35,No,0,3319,5,Web
M,Chaco,55,Empleado,19,Ejecutiva,10794.86,Sí,23318,1046,7,App
M,Córdoba,37,Empleado,16,Económica,4342.18,No,0,2126,1,Web
F,Santa Fe,47,Abogado,19,Económica,1718.15,No,0,3807,93,Web
F,Misiones,42,Empresario,15,Ejecutiva,5831.1,Sí,21817,5749,0,Agencia
F,Chiriquí,20,Estudiante,3,Ejecutiva,914.52,No,0,375,17,Agencia
F,Buenos Aires,60,Ingeniero,24,Económica,5736.47,No,0,4754,3,Web
M,Colón,18,Empleado,12,Económica,3899.66,Sí,4700,1450,17,App
F,Atlántico,54,Ingeniero,6,Económica,1736.74,No,0,1174,0,Web
F,Salta,40,Empresario,27,Económica,4904.72,No,0,4985,7,App
F,Misiones,27,Ejecutivo,46,Económica,9741.34,Sí,35844,2929,1,Aeropuerto
M,Buenos Aires,47,Empresario,12,Ejecutiva,7329.78,No,0,3075,1,Agencia
F,Tolima,34,Arquitecto,18,Económica,2324.21,No,0,4722,32,App
No binario,Valle del Cauca,32,Empleado,12,Económica,1267.99,No,0,2119,34,Web
M,Paraná,43,Empleado,1,Económica,230.86,No,0,830,8,Web
M,Santa Fe,33,Profesional independiente,12,Económica,2780.33,No,0,2494,82,Web
F,Colón,18,Estudiante,4,Económica,993.76,No,0,479,88,App
F,Salta,64,Otro,23,Económica,5495.91,No,0,2347,7,Agencia
M,Antioquia,18,Estudiante,1,Económica,174.26,Sí,629,367,49,Web
M,Buenos Aires,38,Médico,16,Ejecutiva,4437.38,No,0,5192,13,App
M,São Paulo,20,Empleado,22,Económica,2752.24,No,0,1521,5,Web
M,Atlántico,57,Docente,2,Ejecutiva,874.84,No,0,1208,25,Web
M,Córdoba,40,Empleado,13,Económica,2757.67,Sí,12509,1673,30,App
M,Herrera,46,Profesional independiente,7,Económica,939.1,No,0,4894,0,Web
F,Pernambuco,34,Ingeniero,2,Económica,243.43,No,0,2868,1,Web
M,Los Santos,45,Arquitecto,10,Ejecutiva,7256.33,Sí,12978,5337,5,Agencia
F,Valle del Cauca,47,Arquitecto,11,Económica,3457.6,No,0,4666,22,App
M,Pernambuco,33,Empleado,16,Económica,3921.53,No,0,2373,61,App
M,Buenos Aires,46,Empresario,49,Económica,16181.6,Sí,31600,2771,43,Web
F,Santa Fe,41,Otro,17,Económica,4808.39,No,0,5917,2,Web
M,Tucumán,52,Contador,13,Económica,2183.88,No,0,3538,5,Web
F,Bahia,51,Docente,9,Económica,1328.95,No,0,1410,14,Web
F,São Paulo,31,Empleado,15,Económica,1921.81,No,0,733,6,App
M,Misiones,34,Docente,15,Económica,4392.15,No,0,1323,65,Web
M,CABA,31,Empleado,16,Económica,3531.31,No,0,1830,85,Web
F,São Paulo,29,Contador,6,Económica,678.28,No,0,2543,1,Web
F,Cundinamarca,19,Estudiante,4,Económica,381.45,No,0,513,20,Web
M,Chaco,25,Empresario,32,Ejecutiva,19756.68,No,0,5096,36,App
F,Veraguas,28,Comerciante,15,Económica,5817.41,No,0,1447,15,Web
F,Misiones,35,Otro,20,Económica,3634.2,No,0,1784,17,Agencia
F,Valle del Cauca,52,Docente,14,Económica,3679.32,No,0,762,6,Web
M,Salta,42,Médico,21,Económica,2212.07,No,0,5915,1,Agencia
F,Nariño,40,Docente,17,Económica,1730.83,No,0,865,23,Web
M,Bahia,37,Comerciante,4,Económica,933.59,Sí,1933,1442,3,Aeropuerto
M,CABA,30,Docente,12,Económica,3735.02,No,0,1088,5,Web
M,Los Santos,41,Abogado,6,Ejecutiva,4205.06,No,0,4686,37,App
F,Minas Gerais,66,Jubilado,7,Económica,855.63,No,0,1209,46,App
M,São Paulo,35,Ingeniero,8,Económica,1216.99,No,0,2437,18,Agencia
M,Minas Gerais,28,Comerciante,3,Económica,879.8,No,0,2208,2,App
F,Rio de Janeiro,37,Otro,23,Económica,6969.2,No,0,1965,5,Web
F,Salta,24,Docente,21,Económica,2475.51,No,0,2108,20,App
M,Misiones,46,Docente,4,Económica,543.41,No,0,930,40,Web
F,Mendoza,44,Ingeniero,8,Económica,1892.8,No,0,2720,33,App
M,Córdoba,43,Comerciante,16,Económica,1825.79,No,0,4210,0,App
F,Misiones,26,Docente,12,Económica,1042.28,No,0,1299,36,App
F,Buenos Aires,23,Empleado,1,Económica,88.87,No,0,1731,76,App
F,Santa Fe,30,Médico,5,Ejecutiva,2777.32,Sí,5805,3630,25,Agencia
F,Cundinamarca,18,Estudiante,1,Económica,214.82,No,0,447,16,App
F,CABA,52,Profesional independiente,17,Económica,1393.77,Sí,18184,1574,46,App
F,Córdoba,35,Empleado,8,Económica,2501.53,No,0,1305,0,Aeropuerto
M,Buenos Aires,42,Empleado,11,Económica,2824.19,No,0,1190,18,Web
F,Tolima,26,Docente,17,Económica,4659.6,Sí,9628,1038,28,Web
F,São Paulo,38,Docente,18,Económica,2004.49,No,0,988,10,Web
F,Valle del Cauca,35,Otro,3,Económica,340.11,No,0,1957,5,Web
F,Nariño,55,Abogado,23,Ejecutiva,8473.26,No,0,6081,1,Agencia
M,Veraguas,50,Docente,24,Económica,6866.72,No,0,1485,16,App
F,Salta,42,Médico,9,Económica,2078.2,Sí,8336,5707,17,App
F,Bahia,25,Arquitecto,17,Económica,3368.36,No,0,1139,10,App
M,Herrera,43,Comerciante,9,Ejecutiva,5700.09,Sí,10252,3398,20,Web
M,Pernambuco,42,Empleado,7,Económica,997.91,Sí,4052,1132,13,Agencia
F,Santa Fe,45,Contador,4,Económica,441.56,No,0,1847,11,Aeropuerto
F,Mendoza,37,Docente,18,Ejecutiva,9261.13,No,0,1566,25,App
M,Colón,31,Empleado,21,Económica,5696.1,No,0,1113,5,Agencia
F,Entre Ríos,18,Estudiante,5,Económica,1049.07,No,0,318,51,App
M,Pernambuco,49,Profesional independiente,11,Económica,2276.39,No,0,5138,2,Web
M,Rio de Janeiro,45,Empleado,17,Económica,4827.59,Sí,18968,789,36,App
F,Santander,42,Otro,18,Económica,2547.67,No,0,2547,6,App
M,Misiones,28,Comerciante,17,Ejecutiva,10470.26,Sí,26882,3158,15,App
M,Santander,50,Otro,6,Ejecutiva,2328.1,No,0,1140,28,App
M,Tucumán,37,Empleado,14,Económica,2627.87,No,0,1544,2,Agencia
M,Santander,31,Profesional independiente,6,Económica,536.44,No,0,4140,0,App
F,Tolima,30,Ingeniero,23,Económica,4807.9,No,0,2126,38,App
F,Entre Ríos,41,Docente,23,Económica,6387.5,No,0,620,5,Aeropuerto
M,Minas Gerais,31,Empleado,6,Económica,1355.18,No,0,1695,42,Web
M,Mendoza,37,Ejecutivo,19,Ejecutiva,6064.85,No,0,6475,0,App
F,Santander,50,Comerciante,24,Económica,5979.49,No,0,1756,5,App
F,Veraguas,59,Docente,4,Económica,689.81,No,0,1157,4,Web
F,Buenos Aires,42,Abogado,15,Económica,2066.89,No,0,3122,11,Aeropuerto
F,Tolima,29,Abogado,3,Ejecutiva,1664.71,Sí,7594,3830,7,Web
F,São Paulo,18,Otro,12,Económica,3907.97,No,0,2636,13,Web
M,Atlántico,42,Abogado,2,Económica,208.16,No,0,4946,18,App
M,Valle del Cauca,18,Estudiante,5,Económica,1582.06,No,0,398,7,App
M,Chaco,44,Empleado,7,Económica,2004.36,No,0,1089,8,Agencia
M,Rio Grande do Sul,48,Profesional independiente,16,Económica,3507.38,No,0,2697,5,Web
F,Bahia,40,Empleado,3,Económica,657.51,No,0,1255,17,Agencia
F,Tucumán,48,Empresario,25,Ejecutiva,9737.62,No,0,4615,5,Web
F,Salta,34,Ejecutivo,27,Económica,6807.2,Sí,13783,1367,1,App
M,Atlántico,29,Empleado,1,Económica,254.45,No,0,1786,12,Web
M,Paraná,44,Empleado,24,Económica,4839.4,Sí,26066,1969,2,Aeropuerto
F,Santander,52,Comerciante,14,Económica,2000.32,Sí,13113,3149,34,Web
M,Entre Ríos,29,Ejecutivo,71,Económica,24205.77,No,0,3915,5,Agencia
M,Santander,42,Comerciante,24,Económica,4381.16,Sí,19479,1481,8,Web
F,Chaco,37,Docente,9,Económica,2234.47,No,0,1380,34,App
M,Buenos Aires,36,Empresario,31,Económica,5276.71,No,0,4572,29,Web
F,Mendoza,35,Médico,11,Ejecutiva,2570.88,No,0,3856,1,Web
M,Salta,72,Jubilado,8,Económica,961.34,Sí,3859,685,53,Agencia
F,Herrera,29,Profesional independiente,5,Ejecutiva,2790.51,No,0,4079,35,App
M,Córdoba,22,Estudiante,3,Económica,630.87,No,0,300,21,App
F,Misiones,39,Profesional independiente,12,Económica,1932.14,No,0,5807,0,Agencia
F,Santa Fe,18,Empleado,10,Económica,1462.16,No,0,2867,8,App
M,Misiones,27,Empleado,10,Económica,1108.63,Sí,8876,1979,11,Web
M,Valle del Cauca,35,Comerciante,9,Económica,2428.52,No,0,6473,12,Web
M,Chaco,40,Comerciante,14,Económica,3484.12,No,0,2906,1,Agencia
M,Valle del Cauca,55,Docente,2,Económica,407.72,No,0,1406,13,Agencia
M,Cundinamarca,43,Ingeniero,6,Económica,1157.3,No,0,3161,66,Web
F,Salta,33,Empleado,12,Económica,3647.47,No,0,958,27,Web
F,Paraná,48,Profesional independiente,18,Económica,5663.39,No,0,1597,25,Agencia
F,Veraguas,34,Empleado,21,Económica,2311.73,No,0,895,22,App
M,Veraguas,29,Profesional independiente,1,Económica,248.62,Sí,779,2477,53,Web
M,Santander,47,Otro,11,Económica,2388.04,No,0,2080,22,Agencia
M,CABA,36,Empleado,22,Económica,6352.39,No,0,2192,3,Agencia
F,Entre Ríos,41,Abogado,2,Económica,228.39,No,0,3603,3,Web
F,Chaco,42,Empresario,19,Económica,4339.7,No,0,6031,15,Web
F,Bahia,30,Empleado,19,Económica,5701.47,No,0,1694,30,App
M,Misiones,48,Empleado,6,Ejecutiva,4406.59,Sí,6723,1098,1,Web
M,Tucumán,49,Contador,10,Económica,2938.54,No,0,1626,17,Web
F,Mendoza,46,Docente,10,Económica,2475.47,Sí,5146,942,75,Agencia
F,Los Santos,27,Médico,16,Ejecutiva,5960.73,Sí,36209,7918,58,App
M,Atlántico,28,Profesional independiente,5,Económica,1698.44,No,0,3364,13,App
F,Chiriquí,50,Empleado,17,Económica,1867.18,No,0,1149,11,Aeropuerto
M,Buenos Aires,18,Otro,13,Económica,1303.39,Sí,10897,785,43,App
M,Misiones,65,Otro,14,Económica,2748.77,No,0,3145,0,Agencia
M,Chaco,47,Empleado,16,Económica,3829.86,Sí,10281,2039,23,App
F,Córdoba,54,Comerciante,12,Económica,1030.68,No,0,1309,50,Agencia
F,Bolívar,44,Profesional independiente,17,Económica,4535.89,No,0,1774,11,App
M,Santander,61,Abogado,21,Económica,4882.45,No,0,1561,19,Aeropuerto
F,Chaco,38,Otro,17,Ejecutiva,8723.47,Sí,31733,3892,21,Web
M,Panamá,29,Abogado,23,Ejecutiva,6792.65,No,0,3749,1,App
M,Valle del Cauca,66,Empleado,19,Económica,6734.52,No,0,2763,38,Web
F,Antioquia,33,Profesional independiente,6,Económica,1254.48,No,0,2807,1,Web
F,Atlántico,26,Empleado,1,Económica,144.81,No,0,1964,5,Agencia
F,Atlántico,50,Empleado,10,Ejecutiva,7290.82,Sí,27523,2618,27,Web
M,Mendoza,44,Comerciante,15,Ejecutiva,4310.88,No,0,3375,17,Web
M,Córdoba,39,Contador,18,Económica,1827.88,Sí,15304,3244,27,Aeropuerto
M,Misiones,40,Arquitecto,19,Económica,3224.62,No,0,2005,35,Aeropuerto
F,Chaco,25,Profesional independiente,18,Económica,3520.36,No,0,1636,4,Web
F,Chaco,30,Empleado,7,Económica,2265.94,No,0,1630,22,Web
F,Los Santos,18,Estudiante,4,Económica,779.15,No,0,625,61,App
M,Paraná,20,Estudiante,1,Económica,189.75,No,0,321,41,Web
F,Los Santos,24,Empresario,17,Económica,5682.26,Sí,12975,4021,34,Web
M,Rio Grande do Sul,53,Profesional independiente,21,Económica,6929.55,Sí,6870,2046,30,App
M,Salta,33,Abogado,7,Ejecutiva,3077.28,Sí,6566,5828,13,Web
M,Tolima,47,Arquitecto,2,Económica,550.99,Sí,1960,3450,23,Web
F,Entre Ríos,50,Docente,2,Económica,544.38,No,0,2693,3,Web
F,Buenos Aires,53,Médico,7,Económica,772.88,No,0,6265,27,Agencia
F,Bolívar,25,Ejecutivo,20,Ejecutiva,6893.94,No,0,7007,4,Web
M,Entre Ríos,44,Docente,19,Económica,6417.82,No,0,1316,61,App
F,Rio de Janeiro,38,Empleado,10,Económica,2734.83,No,0,1671,2,Web
M,Panamá,37,Contador,5,Económica,788.69,No,0,2624,0,Web
F,Mendoza,42,Comerciante,23,Económica,1934.16,Sí,9945,1272,20,Aeropuerto
F,Pernambuco,40,Empleado,6,Económica,1020.86,No,0,1217,5,Web
M,Bolívar,38,Empresario,17,Económica,3262.22,No,0,1826,22,App
M,Buenos Aires,41,Otro,1,Económica,122.57,Sí,582,1467,18,Web
M,Cundinamarca,18,Empleado,21,Económica,2745.57,No,0,1746,10,App
F,Bolívar,55,Profesional independiente,5,Económica,880.91,No,0,2786,10,App
F,Santa Fe,54,Empleado,9,Económica,3071.36,No,0,1128,59,Agencia
M,Veraguas,37,Profesional independiente,22,Económica,5877.97,No,0,5101,2,App
M,Rio de Janeiro,33,Ingeniero,12,Ejecutiva,6776.6,Sí,15348,4961,4,Web
M,Chaco,38,Comerciante,17,Económica,3365.16,Sí,15806,1383,19,App
M,Santa Fe,50,Docente,15,Económica,5316.36,No,0,999,9,Aeropuerto
No binario,Los Santos,36,Ejecutivo,68,Económica,16299.13,No,0,5891,0,Web
M,Misiones,33,Docente,20,Económica,3638.25,No,0,1063,20,App
M,Veraguas,45,Empleado,15,Económica,1369.57,No,0,1202,3,App
F,Valle del Cauca,18,Estudiante,5,Ejecutiva,1354.58,No,0,300,47,Web
M,Mendoza,50,Docente,24,Económica,4875.57,Sí,15585,1191,11,Web
M,CABA,47,Otro,15,Ejecutiva,4416.92,No,0,4218,8,Web
M,Buenos Aires,44,Profesional independiente,20,Económica,3193.27,No,0,1141,11,Web
M,Santa Fe,45,Médico,13,Ejecutiva,7947.06,No,0,5240,19,App
F,CABA,43,Otro,12,Económica,4309.55,No,0,2819,0,Aeropuerto
F,Córdoba,42,Ingeniero,16,Económica,2990.34,No,0,5577,11,Agencia
F,Santander,35,Docente,7,Económica,617.69,No,0,1360,9,App
F,Valle del Cauca,49,Docente,11,Económica,2312.71,No,0,592,51,Web
F,Bahia,35,Contador,3,Ejecutiva,1939.01,No,0,4023,14,App
F,CABA,43,Profesional independiente,8,Ejecutiva,4169.03,No,0,1872,22,Web
M,Buenos Aires,51,Docente,13,Económica,2525.02,No,0,1372,3,Web
F,Mendoza,18,Otro,9,Económica,2718.43,No,0,1275,11,Agencia
M,Misiones,41,Arquitecto,4,Económica,1025.27,No,0,3514,1,Web
F,CABA,24,Empleado,4,Económica,1000.79,No,0,1576,19,App
F,Chaco,40,Comerciante,24,Económica,5543.91,No,0,996,9,Web
M,Mendoza,25,Ingeniero,20,Ejecutiva,7993.99,No,0,5955,1,Agencia
M,Chaco,28,Empleado,12,Económica,1868.31,No,0,1943,10,App
M,Misiones,21,Estudiante,6,Económica,760.24,No,0,300,4,App
F,Herrera,35,Empleado,16,Económica,4025.44,Sí,5485,3628,32,Agencia
F,Colón,41,Otro,2,Ejecutiva,1286.0,No,0,2429,28,Web
M,Cundinamarca,40,Profesional independiente,16,Ejecutiva,8299.38,No,0,4222,26,Web
M,Mendoza,34,Comerciante,9,Económica,1923.04,No,0,3489,50,Web
F,São Paulo,38,Otro,5,Ejecutiva,1465.97,No,0,1428,111,App
F,Santa Fe,44,Abogado,7,Económica,682.77,No,0,4204,5,Web
F,Santander,26,Empresario,41,Económica,14205.22,No,0,2617,4,Agencia
F,Tucumán,37,Comerciante,22,Económica,6157.61,No,0,900,0,App
F,Los Santos,56,Empleado,20,Económica,1891.77,No,0,1450,26,Web
F,Los Santos,41,Empleado,2,Económica,612.28,No,0,1615,131,App
F,Paraná,30,Comerciante,23,Económica,7135.38,No,0,1698,2,Web
M,Chaco,43,Otro,13,Ejecutiva,5924.51,No,0,1247,34,Web
F,Bolívar,29,Comerciante,19,Económica,5169.39,No,0,2462,46,Web
M,Minas Gerais,62,Comerciante,22,Ejecutiva,17649.05,No,0,4255,10,Web
M,Mendoza,18,Empleado,20,Económica,2401.62,No,0,1169,62,Agencia
M,Veraguas,41,Ingeniero,4,Económica,902.83,Sí,3188,4324,4,Web
F,Antioquia,37,Otro,7,Ejecutiva,3206.95,No,0,2064,3,Web
M,Entre Ríos,56,Empleado,20,Ejecutiva,15125.9,Sí,17268,1265,10,Agencia
M,Pernambuco,33,Profesional independiente,23,Económica,7570.3,No,0,1600,0,App
No binario,Chaco,36,Empleado,4,Ejecutiva,1543.1,No,0,1423,5,Agencia
F,Tucumán,52,Docente,3,Económica,847.04,Sí,1698,2021,32,Web
F,Valle del Cauca,18,Estudiante,3,Ejecutiva,2738.85,No,0,300,98,Web
M,Herrera,31,Ingeniero,22,Económica,2400.37,No,0,4687,17,Web
M,Panamá,43,Docente,21,Económica,1937.95,No,0,1282,44,Web
M,São Paulo,49,Ejecutivo,41,Ejecutiva,21151.14,No,0,7349,7,Agencia
M,Bahia,60,Docente,24,Ejecutiva,18664.97,No,0,792,27,App
F,Los Santos,31,Empleado,3,Económica,619.1,No,0,1339,2,App
M,CABA,30,Ingeniero,2,Económica,173.32,No,0,3436,55,Aeropuerto
M,Misiones,41,Ingeniero,11,Económica,1856.02,Sí,6456,2947,2,App
M,Pernambuco,44,Ingeniero,22,Económica,4655.21,No,0,3369,14,Aeropuerto
M,Valle del Cauca,40,Profesional independiente,6,Económica,602.87,No,0,1686,115,App
F,Paraná,30,Empleado,17,Económica,3670.19,No,0,1365,0,Web
M,Colón,50,Comerciante,10,Económica,2533.8,No,0,3238,8,App
M,Salta,31,Docente,21,Económica,2057.78,Sí,10007,965,22,App
M,Minas Gerais,23,Estudiante,4,Económica,1511.15,No,0,475,14,Web
F,São Paulo,33,Docente,7,Económica,2320.21,No,0,1447,10,App
F,Paraná,55,Ejecutivo,75,Económica,19746.82,No,0,3267,4,App
F,Chaco,53,Empleado,6,Económica,1931.74,No,0,1086,2,Web
M,Mendoza,29,Arquitecto,3,Económica,1055.95,No,0,6739,0,Web
M,Misiones,50,Comerciante,3,Económica,707.15,No,0,1154,4,App
M,Córdoba,53,Profesional independiente,14,Económica,4934.89,No,0,6815,51,App
M,Chaco,30,Empleado,22,Económica,6289.63,No,0,1608,32,Agencia
F,CABA,49,Deportista,22,Ejecutiva,15993.24,No,0,5402,25,Agencia
M,Santa Fe,45,Empleado,5,Económica,1389.14,Sí,3558,1981,11,App
M,Atlántico,22,Estudiante,4,Económica,881.94,No,0,300,22,Web
M,Salta,52,Otro,7,Económica,1170.41,Sí,2785,2053,15,Web
F,Santa Fe,48,Profesional independiente,1,Económica,240.52,No,0,1588,36,Web
M,Los Santos,42,Empleado,13,Económica,3454.38,No,0,1571,31,App
F,Bolívar,25,Empleado,10,Económica,869.94,No,0,1386,2,App
F,Misiones,31,Profesional independiente,3,Económica,444.99,No,0,5659,11,Web
F,Panamá,51,Comerciante,5,Económica,808.36,No,0,986,6,App
F,Entre Ríos,32,Profesional independiente,24,Económica,5537.14,No,0,3542,0,App
F,Córdoba,37,Empleado,10,Económica,2673.57,No,0,1475,13,App
M,Herrera,48,Ejecutivo,72,Ejecutiva,17196.91,No,0,2196,0,App
F,Antioquia,52,Empleado,11,Económica,2215.34,No,0,1700,59,Web
M,Nariño,24,Empleado,5,Económica,1417.18,No,0,1077,6,Web
M,Bahia,46,Empleado,19,Económica,2362.73,No,0,1960,10,Agencia
F,Mendoza,47,Empleado,9,Ejecutiva,7208.88,No,0,1719,24,App
M,Valle del Cauca,31,Comerciante,17,Económica,2990.78,No,0,2592,6,Web
M,Minas Gerais,43,Profesional independiente,20,Económica,7387.41,No,0,1771,3,Web
M,São Paulo,33,Docente,13,Económica,4116.38,No,0,1562,0,Agencia
F,Valle del Cauca,36,Contador,9,Económica,2145.55,No,0,3207,9,Web
F,Bolívar,44,Ejecutivo,42,Económica,3639.04,No,0,4073,33,Web
F,Córdoba,53,Empleado,3,Económica,627.14,No,0,2024,1,App
M,Cundinamarca,34,Médico,17,Económica,2336.64,No,0,6280,13,Agencia
F,Santa Fe,42,Empleado,18,Económica,4536.62,Sí,14941,875,13,Aeropuerto
M,Chaco,32,Docente,7,Económica,636.23,No,0,1093,2,Web
M,Colón,27,Otro,6,Primera clase,7026.32,No,0,5317,6,App
F,Mendoza,37,Profesional independiente,23,Económica,8031.37,Sí,22239,2676,32,App
M,Mendoza,36,Otro,13,Económica,2909.01,Sí,7034,1732,9,Web
F,Córdoba,39,Empresario,31,Económica,7775.04,Sí,16289,3911,2,App
M,Salta,38,Empleado,20,Económica,2376.04,No,0,1491,10,App
M,Buenos Aires,57,Comerciante,10,Económica,1531.14,No,0,1606,21,Web
M,Santa Fe,76,Empleado,21,Económica,3521.57,Sí,15860,961,36,Aeropuerto
F,Entre Ríos,34,Profesional independiente,22,Económica,4333.64,No,0,1101,42,Agencia
F,Entre Ríos,47,Médico,17,Ejecutiva,8112.67,No,0,4540,14,Web
M,São Paulo,55,Docente,7,Económica,985.41,No,0,961,1,App
F,Tucumán,47,Abogado,20,Económica,3652.9,Sí,10815,3023,29,Web
M,Bolívar,52,Otro,9,Ejecutiva,3157.37,No,0,4128,23,Web
F,Santander,43,Empleado,7,Económica,1891.39,No,0,1099,2,App
M,Cundinamarca,18,Empleado,17,Económica,4583.88,No,0,1580,6,Web
M,Córdoba,48,Médico,22,Económica,2075.26,No,0,3522,60,Web
No binario,Córdoba,44,Contador,23,Económica,3405.09,No,0,1973,9,Aeropuerto
M,Misiones,35,Docente,3,Económica,749.52,No,0,1288,31,Agencia
F,Veraguas,47,Arquitecto,13,Económica,3049.64,No,0,3806,42,Agencia
M,Bahia,40,Profesional independiente,4,Económica,1349.85,No,0,3446,17,App
M,Misiones,37,Empleado,18,Económica,5015.83,No,0,500,17,Agencia
F,Paraná,48,Empleado,15,Económica,5097.26,No,0,622,2,Agencia
M,Misiones,31,Comerciante,2,Económica,271.3,No,0,1061,12,App
M,Chaco,20,Estudiante,6,Económica,1417.66,No,0,403,17,App
F,Misiones,60,Empleado,21,Económica,3299.58,No,0,3302,24,Agencia
F,Antioquia,35,Comerciante,12,Económica,1138.37,No,0,2134,45,App
